audit_image_index,audit_annotation_index,canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,annotation_row_index,x,y,annotation_selection_rank_sha256,raw_crop_relative_path,crop_source_box_xyxy,display_interpolation,marker_status
8,7,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,94,378,460,03eaf9dbf1790e4f7fcfbaffd4ddf5f7842a9aa3336abd6fb2a50dde0d1eda7b,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A07_row0094_x378_y460.png,"[354,436,402,484]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,8,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,181,412,346,04b608e15f91bc32a25be4b35bc14f4d53ebc47ae64e93c27e740a78ae31b4c6,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A08_row0181_x412_y346.png,"[388,322,436,370]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,9,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,125,13,307,05538352bf63b2bab05ab4a42fbb34f67407b8de0a309c5685b64eb92dd131b4,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A09_row0125_x13_y307.png,"[-11,283,37,331]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,10,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,26,32,471,059ecc06e4d4fdf467277f7850320da7909186b072148f155a37dfd841bb0b56,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A10_row0026_x32_y471.png,"[8,447,56,495]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,11,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,344,384,126,0624cb8eda3a4855d53108e0d9581690f64f5082e090111ba84489976614097c,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A11_row0344_x384_y126.png,"[360,102,408,150]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,12,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,343,375,121,0680f016654de83c343ef9333bfefa7c2ed0f59ad005b1c9e9c967a216cb2063,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A12_row0343_x375_y121.png,"[351,97,399,145]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,13,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,342,368,103,06a898878a9f76c893f029db3a7201b53bdc6705bf2ea866414ddf217530474f,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A13_row0342_x368_y103.png,"[344,79,392,127]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,14,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,220,161,295,06fcfdba806da9833d3d42ef4ca8b6f2afb10b4091e765c421b4443c4c8e254f,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A14_row0220_x161_y295.png,"[137,271,185,319]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,15,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,389,315,268,0766ac26ec24356dc79176682c2aedd4cc213f66c429196fb3a8a4abbd5c7a02,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A15_row0389_x315_y268.png,"[291,244,339,292]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,16,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,305,388,340,07de02c1929930edb50493617ef3ca30caecf7374826aa6b8108d1f72dc7c603,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A16_row0305_x388_y340.png,"[364,316,412,364]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,17,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,194,64,211,08b8594147e520ca5a592e9bee8d9ca8e128cfe71c1cf6978724d9da6188764c,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A17_row0194_x64_y211.png,"[40,187,88,235]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,18,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,32,167,500,09339295b853d948bd05e6fa6097622b3d3be1e882c30740c94e0058d3fd39ca,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A18_row0032_x167_y500.png,"[143,476,191,524]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,19,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,307,356,368,0986db7016cdf6f258f17c4e4293fbc878acf0a62b8fa3fae6f0e6aaa00d6257,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A19_row0307_x356_y368.png,"[332,344,380,392]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
8,20,R1/42_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/42_whorl.jpg,Pore ground truth/Ground truth/R1/42_whorl.tsv,51d0cbe3f662a1e1cbfdebe45f175f7502a12bc1666e0b13cf0bc58961e3e571,5831d7d859fa73b9adebba273d5b39feb128a921371e967d1ee6c12f602af186,177,459,270,0a4e9428aa636e0d7f937f96d416533ca8953715b8167bbba8cb58b52a136364,artifacts/experiment-002/evidence-pixels/blind-audit/S08_R1_42_whorl/raw-crops/A20_row0177_x459_y270.png,"[435,246,483,294]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,1,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,9,467,323,003065d3a0afe755eadf6abdabd9e38c83a96d3b9deb57b5d60c77b4a9f5e383,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A01_row0009_x467_y323.png,"[443,299,491,347]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,2,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,177,67,311,007089ef39dde1156b1932792dc2496f58a650c904d43b878c14d4ad60b78ce2,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A02_row0177_x67_y311.png,"[43,287,91,335]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,3,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,314,287,316,00ab32a88f66a946708841af7f41a03c63a5bf4f17140ce7eb1d226f8b85917d,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A03_row0314_x287_y316.png,"[263,292,311,340]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,4,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,111,31,192,0226e9bc55bfe003d34660ebcec061a7daa36725692fb8100b11e449eba51909,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A04_row0111_x31_y192.png,"[7,168,55,216]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,5,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,103,11,155,0243b877ea9cf9cac3286f88cc4cf78ea4023fd3851833af468ecfaf12bb978b,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A05_row0103_x11_y155.png,"[-13,131,35,179]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,6,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,117,39,299,03099c54958209e78fe8d56441a42204e1f7a1a2f36933458251cf643503478b,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A06_row0117_x39_y299.png,"[15,275,63,323]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,7,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,299,339,119,044b43795b68212f0d3f1e64f71009b7ad34c863f84bd3a5bb28f5d1ea6dd155,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A07_row0299_x339_y119.png,"[315,95,363,143]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,8,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,57,495,168,048bd8c1c5473ccf94682772dc9dfad21cd5823796f501653e3bd54388004081,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A08_row0057_x495_y168.png,"[471,144,519,192]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,9,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,179,98,367,052bff0848c616e6fa4db43352751b850f11490ef3a105614efa238b7e42dc4b,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A09_row0179_x98_y367.png,"[74,343,122,391]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,10,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,340,310,181,0592d97dcef5517b5d1aadde1ded962ec087139974bfa81783046dc442654851,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A10_row0340_x310_y181.png,"[286,157,334,205]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,11,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,44,18,25,05e73ba8292903f8a5214c2f553d6cfeb27c5cbcb3464ee136e1eb70ca72de96,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A11_row0044_x18_y25.png,"[-6,1,42,49]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,12,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,318,351,260,066b5101fe0fc6afe747717442e6a2a5252c8ddeeb181088c0bdcdda5df7ffe4,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A12_row0318_x351_y260.png,"[327,236,375,284]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,13,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,134,374,6,081751b3af6ddae8db35cfab2b69e6d8c40ca4095ff0ed2d51154e4a22c0c783,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A13_row0134_x374_y6.png,"[350,-18,398,30]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,14,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,118,40,322,082a2dbc2aa3b3b69a154fd4495b2235aa4274850559e48ce90c3ef35f4ae403,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A14_row0118_x40_y322.png,"[16,298,64,346]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,15,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,131,101,31,0a6a9ddbd23b79521ba85e29e5e70319e473e7604d5f6baff4f92a471965c200,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A15_row0131_x101_y31.png,"[77,7,125,55]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,16,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,284,489,507,0aa882dd9cc14ad3dc6bcf6f36fa52ca2ddad9f4aa0cfe9ac9cb403f525b2341,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A16_row0284_x489_y507.png,"[465,483,513,531]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,17,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,61,414,486,0adf66cce4114e203b8d56ab7f840959ca932ba0d35f6425ff1de12cde8850b4,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A17_row0061_x414_y486.png,"[390,462,438,510]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,18,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,150,387,319,0af65c9de0edbf46482b387d0669cc48da4ab8f2f8cd52d382fce8749725533f,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A18_row0150_x387_y319.png,"[363,295,411,343]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,19,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,371,504,54,0b34e5abb944853c46a4bc7942dd8c81493caca04278d00546c708faca46f43f,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A19_row0371_x504_y54.png,"[480,30,528,78]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
9,20,R1/21_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/21_whorl.jpg,Pore ground truth/Ground truth/R1/21_whorl.tsv,b9b9ce995c4a75132b6676fc4aa05015b8be991e95221ba23a2da8762c400f8b,74c95183bcc3634a5887220c77cd528a6fdcaa42f8f816ef66957d988ddf1cf0,320,144,160,0c06d7c4e57716bf9e7918fdb85776f4c4a745564cab808a4021cb47cf3d9f8c,artifacts/experiment-002/evidence-pixels/blind-audit/S09_R1_21_whorl/raw-crops/A20_row0320_x144_y160.png,"[120,136,168,184]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,1,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,101,169,454,00d1e4eef0e82ea6b737184dbb84e723dd17de2f58d4c5dbe3f0de6d3ceb0246,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A01_row0101_x169_y454.png,"[145,430,193,478]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,2,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,231,249,367,01d414ac4ad68f735631f4489f2a3e845daf11ad158a0ea6e9271a6f52552e55,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A02_row0231_x249_y367.png,"[225,343,273,391]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,3,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,260,281,95,01f44ff560bc27490acce33b829ded19dcb51e79dfbbd7a429124226e13c710d,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A03_row0260_x281_y95.png,"[257,71,305,119]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,4,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,66,97,422,02a376c96b9767c18e36f2bca5d669fa0c0d40489f2a1b29708475219c0c9a01,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A04_row0066_x97_y422.png,"[73,398,121,446]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,5,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,264,359,82,02b53db41c96d9282012415d1681e078b5e2a811c634a16c9c03cb97d4277cb8,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A05_row0264_x359_y82.png,"[335,58,383,106]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,6,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,278,308,239,03e9f2ee34203cc76b2db0d17787ecd720c98086872bd43c921966950fdcee2b,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A06_row0278_x308_y239.png,"[284,215,332,263]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
10,7,R1/48_whorl,R1,whorl,Pore ground truth/Fingerprint Images/R1/48_whorl.jpg,Pore ground truth/Ground truth/R1/48_whorl.tsv,70df2bd20d56b3fac03b44cd2ba129a6b69ee38d75aa3c6eaf3414cd1c9ef31f,77c0b27034a94682bdad0c72c8f90a7d5f812f6061ce561e35a615be98d1430e,247,383,196,055bc506a492b25939913bb7e75ee8a4f4f1c6da2fec09f9c4b1eaa3702716b4,artifacts/experiment-002/evidence-pixels/blind-audit/S10_R1_48_whorl/raw-crops/A07_row0247_x383_y196.png,"[359,172,407,220]",INTER_NEAREST_4X,DISPLAY_ONLY_RED_RING_CENTER_PIXEL_UNOCCLUDED
