audit_image_index,audit_annotation_index,canonical_image_id,run,pattern,image_relative_path,annotation_relative_path,image_sha256,annotation_sha256,annotation_row_index,x,y,annotation_selection_rank_sha256,edge_distance_px,center_disk_r2_mean_gray,annulus_r4_r8_mean_gray,center_minus_annulus_gray,local_r12_std_gray,navigation_only
15,15,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,43,48,449,097a5d8ea42433a346b6eeecb6290bc2507bdca31ff9eb8dfff22d986d0e3df6,48,166.53846153846155,153.76973684210526,12.768724696356287,6.2477605075738945,True
15,16,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,138,246,110,0a1a0efe7d92fea11c0c28e74e00f77e1b38ad34a5e9f4055c7f7a6ce7269434,110,136.3846153846154,97.07236842105263,39.31224696356276,24.431913555839216,True
15,17,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,300,488,458,0af700feb86d252566aa0d354f3367f52128c50321d72b1085d9b397b652763c,23,130.07692307692307,87.88157894736842,42.19534412955464,24.556771331752877,True
15,18,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,132,163,204,0cb3991c55cc3958beab1cd4a55e55df8897eaa4794750bb73ed25633e723b21,163,131.07692307692307,84.76973684210526,46.307186234817806,18.590750388297938,True
15,19,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,157,198,385,0cf025ed742dbe4f40f4821dd8a032ab564e3ef9cf393e7ad36f56adb6fdd6a6,126,133.69230769230768,97.1907894736842,36.501518218623474,18.570843453112193,True
15,20,R2/38_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/38_right_loop.jpg,Pore ground truth/Ground truth/R2/38_right_loop.tsv,172de780308622589f6d727c3312dde66cf6f0861fbfb30bbd63857388d971d9,87f5e985403b3e735323d779cfed08593a122edbe2121cc3f0874e871cf25377,220,284,343,0fbb3b0008d25f84f742569d808d5d3afacfc948ddc3d620d373c3e426e7fa79,168,133.69230769230768,91.99342105263158,41.698886639676104,21.32675981390516,True
16,1,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,79,78,268,001c8e680cafa65d94449c51204b4492d3ed6b2dd836ee1d2e731329aad4b24a,78,117.61538461538461,90.74342105263158,26.871963562753038,27.683040480409662,True
16,2,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,323,461,118,01417980d4f4d8566bbc917f015fd2b963fcc4cfbe3956642c985b612f844c0d,50,118.38461538461539,93.51315789473684,24.87145748987855,28.47561431400559,True
16,3,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,371,388,123,022da91f573cd7341c4dad2b05d755ac3ef23cb81061ab4af75e3e676b373800,123,130.30769230769232,106.75,23.55769230769232,27.059987878785165,True
16,4,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,329,295,209,025024c47c84a43e447e20805ac5238279380753f869e87836e3f769a8b678fd,209,120.0,87.13815789473684,32.861842105263165,27.023055045645744,True
16,5,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,141,151,259,0251612429dccd332d816f1cf551cf0076997736440eaff5ce0e624c1bd20173,151,127.61538461538461,95.8157894736842,31.799595141700408,25.46087123725345,True
16,6,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,300,350,357,026610e85d51af98825ceae36078ad39e379f33374b8be28aa4d3a3a59fd06d6,154,129.15384615384616,103.82894736842105,25.324898785425106,29.03341351202094,True
16,7,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,116,142,325,02f55c2fa937310b653573fe0352cf45a478bc281e317eb94cacea7f6b3bd83e,142,119.07692307692308,91.40789473684211,27.66902834008097,27.008943301062335,True
16,8,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,369,373,103,0423f4011e8b2e8f5baf93ed9f862d6840c3cc04c0c601b4a3043987c5684a83,103,100.6923076923077,92.86184210526316,7.830465587044529,28.751324020990758,True
16,9,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,122,193,444,0548515c23147e13bd62c10aeeb20bac0db88ea085d54a3e51b20c272757852d,67,142.0,101.99342105263158,40.006578947368425,29.026642702179664,True
16,10,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,67,92,25,05d173e6a78cff7d4040b40e97e10e1eb3721bdc7341d5a7cb862c2fb066aac7,25,123.61538461538461,93.57236842105263,30.043016194331983,31.248884780100553,True
16,11,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,434,509,144,06c8ec8c8464e2adbe785f1cf4e87239736bad5671e97d7cccb8ed02019dd1c2,2,112.0,84.82474226804123,27.175257731958766,25.436703350342658,True
16,12,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,438,474,225,0717ca307b40abbb486f08c7b65941229386375faffc39837b577b43248ab026,37,130.07692307692307,101.07894736842105,28.99797570850201,26.858881990135032,True
16,13,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,416,417,455,079a85f41ef7900d8247c8b15feff982770007f069dda36bc568932b62879e0c,56,147.69230769230768,93.46052631578948,54.2317813765182,27.059878799432934,True
16,14,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,126,113,299,08c265cb03842c2cc20605128347f9d6ac304aeac03f0f575289b1011b551060,113,127.61538461538461,108.22368421052632,19.391700404858298,28.213578574863558,True
16,15,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,167,288,21,094b5dadd6432ea729b46df62b0f760668381eb2af8d98b35cc03aae6e14bdf1,21,132.23076923076923,100.5592105263158,31.67155870445343,33.59709907477132,True
16,16,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,231,346,138,097da77f3d47edbb0ca97a23c8492871498c0684521283c698d339b90edce384,138,128.76923076923077,97.40789473684211,31.361336032388664,29.085475534018695,True
16,17,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,293,281,231,0c264247ddaf1404867a75050d746b46f9daade1dd23345aa36017ae756b2983,230,126.0,91.08552631578948,34.91447368421052,25.659929851813704,True
16,18,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,261,221,475,0c9ce27310a5a2efd6ace7b93702dfa76c489e1962d2d968fbdce320686ed56d,36,147.53846153846155,107.3092105263158,40.22925101214575,28.271938698292338,True
16,19,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,20,18,464,0d1607256bbf1f0b8b188549b8be62fdc86e6a62bbb11ffaa6f1adb3b2310389,18,142.92307692307693,106.41447368421052,36.508603238866414,25.47576273715863,True
16,20,R2/54_right_loop,R2,right_loop,Pore ground truth/Fingerprint Images/R2/54_right_loop.jpg,Pore ground truth/Ground truth/R2/54_right_loop.tsv,4a3b8cfd802f530cd108b92685d9c7ef7a2de40d59d003dadfc4e542f6581c5b,ccf4cb895a79d4d2bc4d58f5a01e58af5aa32e29a4334d9f36c8475f228c339e,226,260,40,0d380c83e70337b86b0a604669febdebd1e9575482716701ea8f2c0c27a94ab5,40,147.76923076923077,97.42105263157895,50.34817813765183,28.664515719614034,True
17,1,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,233,51,377,006645a0cc2b7abcd1604d84f75ddf9913fa8456549bdfb4cda2df6d2fe8389c,51,124.76923076923077,101.28289473684211,23.486336032388664,21.861115887346646,True
17,2,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,28,17,89,00b8f9b7d66e93f49bf1644a7ec9fa7bd53a42d613b4c1fae2999676fb1d7173,17,128.53846153846155,93.00657894736842,35.53188259109312,28.05340525212581,True
17,3,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,241,156,251,02190b95607c4598bc43f5cba29002e783f45bcb5f40b7ed40237ea04019e317,156,128.76923076923077,103.52631578947368,25.24291497975709,23.867835347178012,True
17,4,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,86,445,117,026d78825727ba90f2c85007db0ef1a7ae755e009a3a66ba49ae0d8d1a5cf61d,66,125.76923076923077,100.28947368421052,25.479757085020253,30.991692884384356,True
17,5,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,352,496,460,027c627407a077a32ff44acf6b57ead007c4d6d636c5e2741e340653b4ea9f25,15,135.76923076923077,93.625,42.144230769230774,24.76905703170793,True
17,6,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,266,251,332,028b4effe950ace79cf4041d888755bcc2c234fd3405ddbe1fccd80aab7ff001,179,133.6153846153846,94.79605263157895,38.81933198380567,22.523900536097205,True
17,7,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,415,416,190,03090d1637431b8ac8fd5e832398f6060ab170e987d5aada9e4d56087f771291,95,115.0,96.94736842105263,18.05263157894737,26.001343669895217,True
17,8,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,141,188,244,0314c273a578324c026e9780ba8fb6372939de61db686f977a8d23c9eb8f1a98,188,139.6153846153846,101.21052631578948,38.40485829959513,22.651951954743325,True
17,9,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,37,194,52,03968c6e7ada64b1853f3316448f7d2763e441f1ecb4c8dcadfda39c246751ab,52,115.61538461538461,100.04605263157895,15.569331983805668,30.125510847784806,True
17,10,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,350,437,434,03af0d0a05c20b9685bfb994f845eb9ae101b705f0f857857bc0cb6eb5c7a450,74,133.3846153846154,93.30263157894737,40.08198380566802,22.228146251093456,True
17,11,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,196,259,412,041a73152cfa78bd88c4e78b4668bcea6f5b4bb10ce3f85da450b837cb62d78e,99,128.07692307692307,80.94736842105263,47.129554655870436,21.844076630519314,True
17,12,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,288,426,494,0451d8622187cde9d4483e93ed6b34a5536f4067c50bacda17e2154090e816ce,17,122.84615384615384,95.36184210526316,27.484311740890675,23.55045994964854,True
17,13,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,153,112,402,050202c17ed3a81a28239bca324d5dcbc66dd0fb86bb8609167ba8f086f9cb94,109,127.76923076923077,100.96052631578948,26.808704453441294,21.409766504098076,True
17,14,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,80,325,94,052e5124fb2a4f1343ab9a3c60d51840aed014d1812e864698dec99f91d14966,94,128.6153846153846,118.35526315789474,10.260121457489873,27.796773614216452,True
17,15,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,140,175,261,058b600c1000d884a15769943035762011b06f0bfb709ee93009a57ac38ee57d,175,133.53846153846155,98.22368421052632,35.31477732793523,24.086616180775582,True
17,16,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,212,220,178,05daf0935649c1cbc3a12c41af0358e17b125696588cffde787bce7901d70f27,178,143.76923076923077,105.44736842105263,38.32186234817814,22.64143972807383,True
17,17,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,67,65,161,067e16d033ba17c125399f24372678ae7e52a50ed5ad601f395d24ce3a48d586,65,144.69230769230768,125.42105263157895,19.271255060728734,21.57069087071622,True
17,18,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,35,161,50,06e3e8b40a7b245b08dfbc48cf48beeb24d666f33d738d4f2df2f7d60f848365,50,131.84615384615384,114.02631578947368,17.819838056680155,24.930542309384286,True
17,19,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,161,235,304,0760f55788c77478d1289334791c729d6b21fe3016e4c9b75f4e530bea07e7db,207,133.23076923076923,98.42763157894737,34.80313765182186,22.13073209453316,True
17,20,R2/2_tented_arch,R2,tented_arch,Pore ground truth/Fingerprint Images/R2/2_tented_arch.jpg,Pore ground truth/Ground truth/R2/2_tented_arch.tsv,6adbd013b5dd1d5757f1cf3382a5d66e7c44f675e8e485242d7dab296a3a9516,9b4efec4ea8e55ebfd83c6db82e7e9743872c5aa57624b14dd3f5c6ea9fbedb1,387,497,222,0784243f4d38060667e5fc6466e32531e5835851ff2a1850559fb2c39ee7bd38,14,127.3076923076923,107.91447368421052,19.393218623481786,27.17158016457637,True
18,1,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,188,2,444,00795655ec8efb4a95df9060c6efd7fd612767e257b0532b077a8780d965c7f0,2,115.92307692307692,84.51546391752578,31.40761300555114,12.828907912298,True
18,2,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,228,393,265,0087c8d6fbf2cc82cd7a634dab7ea25698742bd78e344f9dea244fa868f3c605,118,127.46153846153847,96.5592105263158,30.902327935222672,19.467230311474715,True
18,3,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,67,433,169,0141c8021c3913ff10eb64cca5e4cf43b9a1ac481b5c00f9393d7265b605f825,78,121.38461538461539,98.29605263157895,23.08856275303644,21.894727270281308,True
18,4,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,197,400,497,014d200c19dde5b689be9f5be1f6aecb011e3435498dbbb87eddb07f81e04e5c,14,126.0,85.375,40.625,21.132077516420388,True
18,5,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,124,245,9,0202abbef491b5122b493cba64efcf19d0683e69dc1d8615bd015fbe5fc4dd9f,9,135.15384615384616,85.48026315789474,49.67358299595142,26.654671709982516,True
18,6,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,128,317,86,020954f4c1b01bc4902de308471822b80f738fe5042c9193a9fa3624ace7e4d6,86,120.76923076923077,85.5592105263158,35.21002024291498,27.53558163540404,True
18,7,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,34,456,288,04313117c15a2631ac2cf3c6f71e54e49747f428eca8ee25c9788bca5abf63d5,55,122.23076923076923,85.92105263157895,36.30971659919028,18.22932993173364,True
18,8,R2/56_whorl,R2,whorl,Pore ground truth/Fingerprint Images/R2/56_whorl.jpg,Pore ground truth/Ground truth/R2/56_whorl.tsv,c6824207b650134f67b3999b44ff8453efff208d17136fa91e6c6fc0d00b13b4,eb5e3a88812482cb49e273be30c8e6fa201a0f4053ce3bce8e9ca245de1dedf6,146,87,69,0436207f5bf2c5e10925bd1d4249c9c53e0dd6daef25f1e3c7f7262c849f8ca7,69,140.76923076923077,93.36842105263158,47.4008097165992,23.533455960398165,True
